idiom,label,count
var_1C = dword ptr -1Ch  | * | var_14 = dword ptr -14h ,data,1
"mov rdi, [rbp+var_730]  | * | mov [rbp+var_978], rax ",xcode,1
"call [rbp+var_738]  | * | mov eax, [rbp+var_78C] ",xcode,1
"mov [rbp+var_978], rax  | * | add eax, 1 ",xcode,1
"mov eax, [rbp+var_78C]  | * | mov [rbp+var_78C], eax ",xcode,1
"add eax, 1  | * | jmp loc_100000F90 ",xcode,1
"mov [rbp+var_78C], eax  | * | loc_1000031CA:  ",xcode,1
"jmp loc_100000F90  | * | mov eax, 0 ",xcode,1
"loc_1000031CA:   | * | add rsp, 960h ",xcode,1
"mov eax, 0  | * | pop rbx ",xcode,1
"add rsp, 960h  | * | pop r12 ",xcode,1
pop rbx  | * | pop r14 ,xcode,3
pop r12  | * | pop r15 ,xcode,3
pop r14  | * | pop rbp ,xcode,3
pop r15  | * | retn ,xcode,3
pop rbp  | * | _main endp ,xcode,1
retn  | * | align 20h ,xcode,7
_main endp  | * | ___cxx_global_var_init proc near  ,xcode,1
var_31C = dword ptr -31Ch  | * | var_310 = qword ptr -310h ,data,1
var_300 = qword ptr -300h  | * | var_2F0 = qword ptr -2F0h ,data,1
var_2F8 = qword ptr -2F8h  | * | var_2E8 = qword ptr -2E8h ,data,1
var_2F0 = qword ptr -2F0h  | * | var_2E0 = qword ptr -2E0h ,data,1
var_268 = qword ptr -268h  | * | var_248 = qword ptr -248h ,data,2
var_260 = qword ptr -260h  | * | var_240 = qword ptr -240h ,data,1
var_248 = qword ptr -248h  | * | var_238 = qword ptr -238h ,data,2
var_30 = qword ptr -30h  | * | var_20 = qword ptr -20h ,data,5
var_28 = qword ptr -28h  | * | var_18 = qword ptr -18h ,data,6
var_20 = qword ptr -20h  | * | var_10 = qword ptr -10h ,data,8
var_18 = qword ptr -18h  | * | var_8 = qword ptr -8 ,data,8
"push rbp  | * | sub rsp, 340h ",xcode,1
"mov rbp, rsp  | * | lea rax, __ZL3res  ",xcode,2
"sub rsp, 340h  | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, __ZL3res   | * | mov [rbp+var_238], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, asc_100005E68  ",xcode,1
"mov [rbp+var_238], rax  | * | mov [rbp+var_240], rax ",xcode,1
"lea rax, asc_100005E68   | * | mov rcx, [rbp+var_238] ",xcode,1
"mov [rbp+var_240], rax  | * | mov [rbp+var_228], rcx ",xcode,1
"mov rcx, [rbp+var_238]  | * | mov [rbp+var_230], rax ",xcode,1
"mov [rbp+var_228], rcx  | * | mov rax, [rbp+var_228] ",xcode,1
"mov [rbp+var_230], rax  | * | mov [rbp+var_220], rax ",xcode,1
"mov rax, [rbp+var_228]  | * | mov [rbp+var_218], rax ",xcode,1
"mov [rbp+var_220], rax  | * | mov [rbp+var_210], rax ",xcode,1
"mov [rbp+var_218], rax  | * | mov [rbp+var_208], rax ",xcode,1
"mov [rbp+var_210], rax  | * | mov rcx, [rbp+var_230] ",xcode,1
"mov [rbp+var_208], rax  | * | mov [rbp+var_200], rcx ",xcode,1
"mov rcx, [rbp+var_230]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_200], rcx  | * | mov [rbp+var_260], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_268], rcx ",xcode,1
"mov [rbp+var_260], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_268], rcx  | * | mov [rbp+var_270], rax ",xcode,1
call _strlen  | * | jmp $+5 ,xcode,9
"mov [rbp+var_270], rax  | * | loc_100003276:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_260] ",xcode,1
"loc_100003276:   | * | mov rsi, [rbp+var_268] ",xcode,1
"mov rdi, [rbp+var_260]  | * | mov rdx, [rbp+var_270] ",xcode,1
"mov rsi, [rbp+var_268]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_270]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_100003295:  ,xcode,1
loc_100003295:   | * | loc_10000329A:  ,xcode,1
"jmp $+5  | * | lea rax, unk_100006188 ",xcode,1
"loc_10000329A:   | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, unk_100006188  | * | mov [rbp+var_1F0], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, aFork  ",xcode,1
"mov [rbp+var_1F0], rax  | * | mov [rbp+var_1F8], rax ",xcode,1
"lea rax, aFork   | * | mov rcx, [rbp+var_1F0] ",xcode,1
"mov [rbp+var_1F8], rax  | * | mov [rbp+var_1E0], rcx ",xcode,1
"mov rcx, [rbp+var_1F0]  | * | mov [rbp+var_1E8], rax ",xcode,1
"mov [rbp+var_1E0], rcx  | * | mov rax, [rbp+var_1E0] ",xcode,1
"mov [rbp+var_1E8], rax  | * | mov [rbp+var_1D8], rax ",xcode,1
"mov rax, [rbp+var_1E0]  | * | mov [rbp+var_1D0], rax ",xcode,1
"mov [rbp+var_1D8], rax  | * | mov [rbp+var_1C8], rax ",xcode,1
"mov [rbp+var_1D0], rax  | * | mov [rbp+var_1C0], rax ",xcode,1
"mov [rbp+var_1C8], rax  | * | mov rcx, [rbp+var_1E8] ",xcode,1
"mov [rbp+var_1C0], rax  | * | mov [rbp+var_1B8], rcx ",xcode,1
"mov rcx, [rbp+var_1E8]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_1B8], rcx  | * | mov [rbp+var_278], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_280], rcx ",xcode,1
"mov [rbp+var_278], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_280], rcx  | * | mov [rbp+var_288], rax ",xcode,1
"mov [rbp+var_288], rax  | * | loc_100003325:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_278] ",xcode,1
"loc_100003325:   | * | mov rsi, [rbp+var_280] ",xcode,1
"mov rdi, [rbp+var_278]  | * | mov rdx, [rbp+var_288] ",xcode,1
"mov rsi, [rbp+var_280]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_288]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_100003344:  ,xcode,1
loc_100003344:   | * | loc_100003349:  ,xcode,1
"jmp $+5  | * | lea rax, unk_1000061A0 ",xcode,1
"loc_100003349:   | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, unk_1000061A0  | * | mov [rbp+var_1A8], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, aBridge  ",xcode,1
"mov [rbp+var_1A8], rax  | * | mov [rbp+var_1B0], rax ",xcode,1
"lea rax, aBridge   | * | mov rcx, [rbp+var_1A8] ",xcode,1
"mov [rbp+var_1B0], rax  | * | mov [rbp+var_198], rcx ",xcode,1
"mov rcx, [rbp+var_1A8]  | * | mov [rbp+var_1A0], rax ",xcode,1
"mov [rbp+var_198], rcx  | * | mov rax, [rbp+var_198] ",xcode,1
"mov [rbp+var_1A0], rax  | * | mov [rbp+var_190], rax ",xcode,1
"mov rax, [rbp+var_198]  | * | mov [rbp+var_188], rax ",xcode,1
"mov [rbp+var_190], rax  | * | mov [rbp+var_180], rax ",xcode,1
"mov [rbp+var_188], rax  | * | mov [rbp+var_178], rax ",xcode,1
"mov [rbp+var_180], rax  | * | mov rcx, [rbp+var_1A0] ",xcode,1
"mov [rbp+var_178], rax  | * | mov [rbp+var_170], rcx ",xcode,1
"mov rcx, [rbp+var_1A0]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_170], rcx  | * | mov [rbp+var_290], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_298], rcx ",xcode,1
"mov [rbp+var_290], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_298], rcx  | * | mov [rbp+var_2A0], rax ",xcode,1
"mov [rbp+var_2A0], rax  | * | loc_1000033D4:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_290] ",xcode,1
"loc_1000033D4:   | * | mov rsi, [rbp+var_298] ",xcode,1
"mov rdi, [rbp+var_290]  | * | mov rdx, [rbp+var_2A0] ",xcode,1
"mov rsi, [rbp+var_298]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_2A0]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_1000033F3:  ,xcode,1
loc_1000033F3:   | * | loc_1000033F8:  ,xcode,1
"jmp $+5  | * | lea rax, unk_1000061B8 ",xcode,1
"loc_1000033F8:   | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, unk_1000061B8  | * | mov [rbp+var_160], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, aBridgeFork  ",xcode,1
"mov [rbp+var_160], rax  | * | mov [rbp+var_168], rax ",xcode,1
"lea rax, aBridgeFork   | * | mov rcx, [rbp+var_160] ",xcode,1
"mov [rbp+var_168], rax  | * | mov [rbp+var_150], rcx ",xcode,1
"mov rcx, [rbp+var_160]  | * | mov [rbp+var_158], rax ",xcode,1
"mov [rbp+var_150], rcx  | * | mov rax, [rbp+var_150] ",xcode,1
"mov [rbp+var_158], rax  | * | mov [rbp+var_148], rax ",xcode,1
"mov [rbp+var_148], rax  | * | mov [rbp+var_138], rax ",xcode,1
"mov [rbp+var_140], rax  | * | mov [rbp+var_130], rax ",xcode,1
"mov [rbp+var_138], rax  | * | mov rcx, [rbp+var_158] ",xcode,1
"mov [rbp+var_130], rax  | * | mov [rbp+var_128], rcx ",xcode,1
"mov rcx, [rbp+var_158]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_128], rcx  | * | mov [rbp+var_2A8], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_2B0], rcx ",xcode,1
"mov [rbp+var_2A8], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_2B0], rcx  | * | mov [rbp+var_2B8], rax ",xcode,1
"mov [rbp+var_2B8], rax  | * | loc_100003483:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_2A8] ",xcode,1
"loc_100003483:   | * | mov rsi, [rbp+var_2B0] ",xcode,1
"mov rdi, [rbp+var_2A8]  | * | mov rdx, [rbp+var_2B8] ",xcode,1
"mov rsi, [rbp+var_2B0]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_2B8]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_1000034A2:  ,xcode,1
loc_1000034A2:   | * | loc_1000034A7:  ,xcode,1
"jmp $+5  | * | lea rax, unk_1000061D0 ",xcode,1
"loc_1000034A7:   | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, unk_1000061D0  | * | mov [rbp+var_118], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, aRing  ",xcode,1
"mov [rbp+var_118], rax  | * | mov [rbp+var_120], rax ",xcode,1
"lea rax, aRing   | * | mov rcx, [rbp+var_118] ",xcode,1
"mov [rbp+var_120], rax  | * | mov [rbp+var_108], rcx ",xcode,1
"mov rcx, [rbp+var_118]  | * | mov [rbp+var_110], rax ",xcode,1
"mov [rbp+var_108], rcx  | * | mov rax, [rbp+var_108] ",xcode,1
"mov [rbp+var_110], rax  | * | mov [rbp+var_100], rax ",xcode,1
"mov rax, [rbp+var_108]  | * | mov [rbp+var_F8], rax ",xcode,1
"mov [rbp+var_100], rax  | * | mov [rbp+var_F0], rax ",xcode,1
"mov [rbp+var_F8], rax  | * | mov [rbp+var_E8], rax ",xcode,1
"mov [rbp+var_F0], rax  | * | mov rcx, [rbp+var_110] ",xcode,1
"mov [rbp+var_E8], rax  | * | mov [rbp+var_E0], rcx ",xcode,1
"mov rcx, [rbp+var_110]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_E0], rcx  | * | mov [rbp+var_2C0], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_2C8], rcx ",xcode,1
"mov [rbp+var_2C0], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_2C8], rcx  | * | mov [rbp+var_2D0], rax ",xcode,1
"mov [rbp+var_2D0], rax  | * | loc_100003532:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_2C0] ",xcode,1
"loc_100003532:   | * | mov rsi, [rbp+var_2C8] ",xcode,1
"mov rdi, [rbp+var_2C0]  | * | mov rdx, [rbp+var_2D0] ",xcode,1
"mov rsi, [rbp+var_2C8]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_2D0]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_100003551:  ,xcode,1
loc_100003551:   | * | loc_100003556:  ,xcode,1
"jmp $+5  | * | lea rax, unk_1000061E8 ",xcode,1
"loc_100003556:   | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, unk_1000061E8  | * | mov [rbp+var_D0], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, aForkRing  ",xcode,1
"mov [rbp+var_D0], rax  | * | mov [rbp+var_D8], rax ",xcode,1
"lea rax, aForkRing   | * | mov rcx, [rbp+var_D0] ",xcode,1
"mov [rbp+var_D8], rax  | * | mov [rbp+var_C0], rcx ",xcode,1
"mov rcx, [rbp+var_D0]  | * | mov [rbp+var_C8], rax ",xcode,1
"mov [rbp+var_C0], rcx  | * | mov rax, [rbp+var_C0] ",xcode,2
"mov [rbp+var_C8], rax  | * | mov [rbp+var_B8], rax ",xcode,1
"mov rax, [rbp+var_C0]  | * | mov [rbp+var_B0], rax ",xcode,1
"mov [rbp+var_B8], rax  | * | mov [rbp+var_A8], rax ",xcode,1
"mov [rbp+var_B0], rax  | * | mov [rbp+var_A0], rax ",xcode,1
"mov [rbp+var_A8], rax  | * | mov rcx, [rbp+var_C8] ",xcode,1
"mov [rbp+var_A0], rax  | * | mov [rbp+var_98], rcx ",xcode,2
"mov rcx, [rbp+var_C8]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_98], rcx  | * | mov [rbp+var_2D8], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_2E0], rcx ",xcode,1
"mov [rbp+var_2D8], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_2E0], rcx  | * | mov [rbp+var_2E8], rax ",xcode,1
"mov [rbp+var_2E8], rax  | * | loc_1000035E1:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_2D8] ",xcode,1
"loc_1000035E1:   | * | mov rsi, [rbp+var_2E0] ",xcode,1
"mov rdi, [rbp+var_2D8]  | * | mov rdx, [rbp+var_2E8] ",xcode,1
"mov rsi, [rbp+var_2E0]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_2E8]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_100003600:  ,xcode,1
loc_100003600:   | * | loc_100003605:  ,xcode,1
"jmp $+5  | * | lea rax, unk_100006200 ",xcode,1
"loc_100003605:   | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, unk_100006200  | * | mov [rbp+var_88], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, aBridgeRing  ",xcode,1
"mov [rbp+var_88], rax  | * | mov [rbp+var_90], rax ",xcode,1
"lea rax, aBridgeRing   | * | mov rcx, [rbp+var_88] ",xcode,1
"mov [rbp+var_90], rax  | * | mov [rbp+var_78], rcx ",xcode,1
"mov rcx, [rbp+var_88]  | * | mov [rbp+var_80], rax ",xcode,1
"mov [rbp+var_78], rcx  | * | mov rax, [rbp+var_78] ",xcode,1
"mov [rbp+var_80], rax  | * | mov [rbp+var_70], rax ",xcode,1
"mov rax, [rbp+var_78]  | * | mov [rbp+var_68], rax ",xcode,2
"mov [rbp+var_70], rax  | * | mov [rbp+var_60], rax ",xcode,1
"mov [rbp+var_68], rax  | * | mov [rbp+var_58], rax ",xcode,1
"mov [rbp+var_60], rax  | * | mov rcx, [rbp+var_80] ",xcode,1
"mov [rbp+var_58], rax  | * | mov [rbp+var_50], rcx ",xcode,1
"mov rcx, [rbp+var_80]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_50], rcx  | * | mov [rbp+var_2F0], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_2F8], rcx ",xcode,1
"mov [rbp+var_2F0], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_2F8], rcx  | * | mov [rbp+var_300], rax ",xcode,1
"mov [rbp+var_300], rax  | * | loc_100003675:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_2F0] ",xcode,1
"loc_100003675:   | * | mov rsi, [rbp+var_2F8] ",xcode,1
"mov rdi, [rbp+var_2F0]  | * | mov rdx, [rbp+var_300] ",xcode,1
"mov rsi, [rbp+var_2F8]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_300]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_100003694:  ,xcode,1
loc_100003694:   | * | loc_100003699:  ,xcode,1
"jmp $+5  | * | lea rax, unk_100006218 ",xcode,1
"loc_100003699:   | * | mov [rbp+var_248], rax ",xcode,1
"lea rax, unk_100006218  | * | mov [rbp+var_40], rax ",xcode,1
"mov [rbp+var_248], rax  | * | lea rax, aBridgeForkRing  ",xcode,1
"mov [rbp+var_40], rax  | * | mov [rbp+var_48], rax ",xcode,1
"lea rax, aBridgeForkRing   | * | mov rcx, [rbp+var_40] ",xcode,1
"mov [rbp+var_48], rax  | * | mov [rbp+var_30], rcx ",xcode,1
"mov rcx, [rbp+var_40]  | * | mov [rbp+var_38], rax ",xcode,1
"mov [rbp+var_30], rcx  | * | mov rax, [rbp+var_30] ",xcode,1
"mov [rbp+var_38], rax  | * | mov [rbp+var_28], rax ",xcode,1
"mov rax, [rbp+var_30]  | * | mov [rbp+var_20], rax ",xcode,1
"mov [rbp+var_28], rax  | * | mov [rbp+var_18], rax ",xcode,1
"mov [rbp+var_20], rax  | * | mov [rbp+var_10], rax ",xcode,1
"mov [rbp+var_18], rax  | * | mov rcx, [rbp+var_38] ",xcode,1
"mov [rbp+var_10], rax  | * | mov [rbp+var_8], rcx ",xcode,1
"mov rcx, [rbp+var_38]  | * | mov rdi, rcx  ",xcode,1
"mov [rbp+var_8], rcx  | * | mov [rbp+var_308], rax ",xcode,1
"mov rdi, rcx   | * | mov [rbp+var_310], rcx ",xcode,1
"mov [rbp+var_308], rax  | * | call _strlen ",xcode,1
"mov [rbp+var_310], rcx  | * | mov [rbp+var_318], rax ",xcode,1
"mov [rbp+var_318], rax  | * | loc_100003700:  ",xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_308] ",xcode,1
"loc_100003700:   | * | mov rsi, [rbp+var_310] ",xcode,1
"mov rdi, [rbp+var_308]  | * | mov rdx, [rbp+var_318] ",xcode,1
"mov rsi, [rbp+var_310]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm  ",xcode,1
"mov rdx, [rbp+var_318]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE6__initEPKcm   | * | loc_10000371F:  ,xcode,1
loc_10000371F:   | * | loc_100003724:  ,xcode,1
"jmp $+5  | * | lea rdi, ___cxx_global_array_dtor  ",xcode,1
"loc_100003724:   | * | mov rsi, 0  ",xcode,1
"lea rdi, ___cxx_global_array_dtor   | * | lea rdx, __mh_execute_header  ",xcode,1
"mov rsi, 0   | * | call ___cxa_atexit ",xcode,1
"lea rdx, __mh_execute_header   | * | mov [rbp+var_31C], eax ",xcode,1
"call ___cxa_atexit  | * | add rsp, 340h ",xcode,1
"mov [rbp+var_31C], eax  | * | pop rbp ",xcode,1
"add rsp, 340h  | * | retn ",xcode,1
pop rbp  | * | ___cxx_global_var_init endp ,xcode,1
"retn  | * | lea rcx, __ZL3res  ",xcode,2
"___cxx_global_var_init endp  | * | mov esi, edx ",xcode,1
"lea rcx, __ZL3res   | * | mov [rbp-250h], rax ",xcode,1
"mov esi, edx  | * | mov [rbp-254h], esi ",xcode,1
"mov [rbp-250h], rax  | * | mov rax, [rbp-248h] ",xcode,1
"mov [rbp-254h], esi  | * | cmp rcx, rax ",xcode,1
"mov rax, [rbp-248h]  | * | mov [rbp-328h], rax ",xcode,1
"cmp rcx, rax  | * | jz loc_1000037BA ",xcode,1
"mov [rbp-328h], rax  | * | loc_10000377D:  ",xcode,1
"jz loc_1000037BA  | * | mov rax, [rbp-328h] ",xcode,1
"loc_10000377D:   | * | add rax, 0FFFFFFFFFFFFFFE8h ",xcode,1
"mov rax, [rbp-328h]  | * | mov rdi, rax ",xcode,1
"add rax, 0FFFFFFFFFFFFFFE8h  | * | mov [rbp-330h], rax ",xcode,1
"mov rdi, rax  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev  ",xcode,3
"mov [rbp-330h], rax  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev   | * | loc_10000379C:  ,xcode,1
"jmp $+5  | * | lea rax, __ZL3res  ",xcode,3
"loc_10000379C:   | * | mov rcx, [rbp-330h] ",xcode,1
"lea rax, __ZL3res   | * | cmp rcx, rax ",xcode,3
"mov rcx, [rbp-330h]  | * | mov [rbp-328h], rcx ",xcode,1
"cmp rcx, rax  | * | jnz loc_10000377D ",xcode,1
"mov [rbp-328h], rcx  | * | loc_1000037BA:  ",xcode,1
jnz loc_10000377D  | * | jmp $+5 ,xcode,1
loc_1000037BA:   | * | loc_1000037BF:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp-250h] ",xcode,1
loc_1000037BF:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp-250h]  | * | mov ecx, edx ",xcode,1
"call __Unwind_Resume  | * | mov rdi, rax ",xcode,6
"mov ecx, edx  | * | mov [rbp-334h], ecx ",xcode,1
"mov rdi, rax  | * | call ___clang_call_terminate ",xcode,7
"mov [rbp-334h], ecx  | * | align 20h ",xcode,1
call ___clang_call_terminate  | * | ___cxx_global_array_dtor proc near  ,xcode,1
var_28 = qword ptr -28h  | * | var_8 = qword ptr -8 ,data,2
"push rbp  | * | sub rsp, 40h ",xcode,1
"sub rsp, 40h  | * | add rax, 0C0h ",xcode,1
"lea rax, __ZL3res   | * | mov [rbp+var_8], rdi ",xcode,1
"add rax, 0C0h  | * | mov [rbp+var_20], rax ",xcode,1
"mov [rbp+var_8], rdi  | * | loc_1000037FD:  ",xcode,1
"mov [rbp+var_20], rax  | * | mov rax, [rbp+var_20] ",xcode,1
"loc_1000037FD:   | * | add rax, 0FFFFFFFFFFFFFFE8h ",xcode,1
"mov rax, [rbp+var_20]  | * | mov rdi, rax ",xcode,1
"add rax, 0FFFFFFFFFFFFFFE8h  | * | mov [rbp+var_28], rax ",xcode,1
"mov [rbp+var_28], rax  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev   | * | loc_100003816:  ,xcode,1
"loc_100003816:   | * | mov rcx, [rbp+var_28] ",xcode,1
"mov rcx, [rbp+var_28]  | * | mov [rbp+var_20], rcx ",xcode,1
"cmp rcx, rax  | * | jnz loc_1000037FD ",xcode,1
"mov [rbp+var_20], rcx  | * | add rsp, 40h ",xcode,1
jnz loc_1000037FD  | * | pop rbp ,xcode,1
"add rsp, 40h  | * | retn ",xcode,1
pop rbp  | * | ___cxx_global_array_dtor endp ,xcode,1
"___cxx_global_array_dtor endp  | * | mov esi, edx ",xcode,1
"lea rcx, __ZL3res   | * | mov [rbp-10h], rax ",xcode,1
"mov esi, edx  | * | mov [rbp-14h], esi ",xcode,1
"mov [rbp-10h], rax  | * | mov rax, [rbp-28h] ",xcode,1
"mov [rbp-14h], esi  | * | cmp rcx, rax ",xcode,1
"mov rax, [rbp-28h]  | * | mov [rbp-30h], rax ",xcode,1
"cmp rcx, rax  | * | jz loc_100003886 ",xcode,1
"mov [rbp-30h], rax  | * | loc_100003855:  ",xcode,1
"jz loc_100003886  | * | mov rax, [rbp-30h] ",xcode,1
"loc_100003855:   | * | add rax, 0FFFFFFFFFFFFFFE8h ",xcode,1
"mov rax, [rbp-30h]  | * | mov rdi, rax ",xcode,1
"add rax, 0FFFFFFFFFFFFFFE8h  | * | mov [rbp-38h], rax ",xcode,1
"mov [rbp-38h], rax  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEED1Ev   | * | loc_10000386E:  ,xcode,1
"loc_10000386E:   | * | mov rcx, [rbp-38h] ",xcode,1
"mov rcx, [rbp-38h]  | * | mov [rbp-30h], rcx ",xcode,1
"cmp rcx, rax  | * | jnz loc_100003855 ",xcode,1
"mov [rbp-30h], rcx  | * | loc_100003886:  ",xcode,1
jnz loc_100003855  | * | jmp $+5 ,xcode,1
loc_100003886:   | * | loc_10000388B:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp-10h] ",xcode,1
loc_10000388B:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp-10h]  | * | mov ecx, edx ",xcode,1
"mov ecx, edx  | * | mov [rbp-3Ch], ecx ",xcode,1
"mov [rbp-3Ch], ecx  | * | align 10h ",xcode,1
call ___clang_call_terminate  | * | ___cxx_global_var_init8 proc near  ,xcode,1
var_13C = dword ptr -13Ch  | * | var_130 = qword ptr -130h ,data,2
lpdso_handle = qword ptr -138h  | * | var_128 = qword ptr -128h ,data,2
"push r12  | * | sub rsp, 120h ",xcode,2
"push rbx  | * | mov rax, cs:__ZNSt3__16vectorINS_4pairINS1_INS1_IiiEES2_EEiEENS_9allocatorIS4_EEED1Ev_ptr ",xcode,2
"sub rsp, 120h  | * | lea rcx, _v ",xcode,1
"mov rax, cs:__ZNSt3__16vectorINS_4pairINS1_INS1_IiiEES2_EEiEENS_9allocatorIS4_EEED1Ev_ptr  | * | mov rdx, rcx ",xcode,2
"lea rcx, _v  | * | lea rsi, __mh_execute_header ",xcode,1
"mov rdx, rcx  | * | lea rdi, [rbp+var_D0] ",xcode,2
"lea rsi, __mh_execute_header  | * | lea r8, [rbp+var_E8] ",xcode,2
"lea rdi, [rbp+var_D0]  | * | lea r9, [rbp+var_120] ",xcode,2
"lea r8, [rbp+var_E8]  | * | lea r10, [rbp+var_A8] ",xcode,2
"lea r9, [rbp+var_120]  | * | lea r11, [rbp+var_118] ",xcode,2
"lea r10, [rbp+var_A8]  | * | lea rbx, [rbp+var_78] ",xcode,2
"lea r11, [rbp+var_118]  | * | lea r14, [rbp+var_110] ",xcode,2
"lea rbx, [rbp+var_78]  | * | lea r15, [rbp+var_48] ",xcode,2
"lea r14, [rbp+var_110]  | * | mov [rbp+var_130], rcx ",xcode,2
