idiom,label,count
"push rbp  | * | mov al, dil ",xcode,1
"loc_100002D02:   | * | mov [rbp+var_2A0], eax ",xcode,1
"mov eax, [rbp+var_8]  | * | mov eax, [rbp+var_2A0] ",xcode,1
"mov [rbp+var_2A0], eax  | * | mov [rbp+var_260], eax ",xcode,1
"mov eax, [rbp+var_2A0]  | * | mov ecx, [rbp+var_260] ",xcode,1
"mov [rbp+var_260], eax  | * | mov [rbp+var_14], ecx ",xcode,1
"mov ecx, [rbp+var_260]  | * | mov [rbp+var_18], 0FFFFFFFFh ",xcode,1
"mov [rbp+var_14], ecx  | * | mov ecx, [rbp+var_14] ",xcode,1
"mov [rbp+var_18], 0FFFFFFFFh  | * | cmp ecx, [rbp+var_18] ",xcode,1
"mov ecx, [rbp+var_14]  | * | jnz loc_100002DB1 ",xcode,1
"cmp ecx, [rbp+var_18]  | * | mov eax, [rbp+var_25C] ",xcode,1
"jnz loc_100002DB1  | * | or eax, 2 ",xcode,1
"mov eax, [rbp+var_25C]  | * | mov [rbp+var_25C], eax ",xcode,2
"or eax, 2  | * | jmp loc_100002F31 ",xcode,1
"mov [rbp+var_25C], eax  | * | mov ecx, edx ",xcode,1
"jmp loc_100002F31  | * | mov [rbp+var_230], rax ",xcode,1
"mov [rbp+var_230], rax  | * | lea rdi, [rbp+var_258]  ",xcode,1
"mov [rbp+var_234], ecx  | * | call __ZNSt3__16localeD1Ev  ",xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_100002D69:  ,xcode,1
loc_100002D69:   | * | loc_100002D6E:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp+var_230]  ",xcode,1
loc_100002D6E:   | * | call ___cxa_begin_catch ,xcode,1
"mov rdi, [rbp+var_230]   | * | mov rdi, [rbp+var_218] ",xcode,1
"call ___cxa_begin_catch  | * | mov rcx, [rdi] ",xcode,2
"mov rdi, [rbp+var_218]  | * | mov rcx, [rcx-18h] ",xcode,1
"mov rcx, [rdi]  | * | add rdi, rcx  ",xcode,2
"mov rcx, [rcx-18h]  | * | mov [rbp+var_2A8], rax ",xcode,1
"add rdi, rcx   | * | call __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv  ",xcode,2
"mov [rbp+var_2A8], rax  | * | jmp $+5 ",xcode,1
call __ZNSt3__18ios_base33__set_badbit_and_consider_rethrowEv   | * | loc_100002D9C:  ,xcode,1
jmp $+5  | * | call ___cxa_end_catch ,xcode,2
loc_100002D9C:   | * | loc_100002DA1:  ,xcode,1
"call ___cxa_end_catch  | * | mov rax, [rbp+var_218] ",xcode,1
"loc_100002DA1:   | * | add rsp, 2D0h ",xcode,1
"mov rax, [rbp+var_218]  | * | pop rbp ",xcode,1
"add rsp, 2D0h  | * | retn ",xcode,2
pop rbp  | * | loc_100002DB1:  ,xcode,1
"retn  | * | mov eax, [rbp+var_260] ",xcode,1
"loc_100002DB1:   | * | mov [rbp+var_1C], eax ",xcode,1
"mov eax, [rbp+var_260]  | * | mov eax, [rbp+var_1C] ",xcode,1
"mov [rbp+var_1C], eax  | * | mov cl, al ",xcode,1
"mov eax, [rbp+var_1C]  | * | mov [rbp+var_261], cl ",xcode,1
"mov cl, al  | * | mov rdx, [rbp+var_250] ",xcode,1
"mov [rbp+var_261], cl  | * | mov cl, [rbp+var_261] ",xcode,1
"mov rdx, [rbp+var_250]  | * | mov [rbp+var_40], rdx ",xcode,1
"mov cl, [rbp+var_261]  | * | mov [rbp+var_44], 4000h ",xcode,1
"mov [rbp+var_40], rdx  | * | mov [rbp+var_45], cl ",xcode,1
"mov [rbp+var_44], 4000h  | * | mov rdx, [rbp+var_40] ",xcode,1
"mov [rbp+var_45], cl  | * | movsx edi, [rbp+var_45]  ",xcode,1
"mov rdx, [rbp+var_40]  | * | mov [rbp+var_2B0], rdx ",xcode,1
"movsx edi, [rbp+var_45]   | * | call j___Z7isasciii  ",xcode,1
"mov [rbp+var_2B0], rdx  | * | cmp eax, 0 ",xcode,1
call j___Z7isasciii   | * | jz loc_100002E2C ,xcode,1
"cmp eax, 0  | * | movsx eax, [rbp+var_45] ",xcode,1
"jz loc_100002E2C  | * | movsxd rcx, eax ",xcode,1
"movsx eax, [rbp+var_45]  | * | mov rdx, [rbp+var_2B0] ",xcode,1
"movsxd rcx, eax  | * | mov rsi, [rdx+10h] ",xcode,1
"mov rdx, [rbp+var_2B0]  | * | mov eax, [rsi+rcx*4] ",xcode,1
"mov rsi, [rdx+10h]  | * | and eax, [rbp+var_44] ",xcode,1
"mov eax, [rsi+rcx*4]  | * | cmp eax, 0 ",xcode,1
"and eax, [rbp+var_44]  | * | setnz dil ",xcode,1
"cmp eax, 0  | * | mov [rbp+var_2B1], dil ",xcode,1
setnz dil  | * | jmp loc_100002E39 ,xcode,1
"mov [rbp+var_2B1], dil  | * | loc_100002E2C:  ",xcode,1
"jmp loc_100002E39  | * | mov al, 0 ",xcode,1
"loc_100002E2C:   | * | mov [rbp+var_2B1], al ",xcode,1
"mov al, 0  | * | jmp $+5 ",xcode,1
"mov [rbp+var_2B1], al  | * | loc_100002E39:  ",xcode,1
"jmp $+5  | * | mov al, [rbp+var_2B1] ",xcode,1
"loc_100002E39:   | * | mov [rbp+var_2B2], al ",xcode,1
"mov al, [rbp+var_2B1]  | * | mov al, [rbp+var_2B2] ",xcode,1
"mov [rbp+var_2B2], al  | * | test al, 1 ",xcode,1
"mov al, [rbp+var_2B2]  | * | jnz loc_100002E58 ",xcode,1
"test al, 1  | * | jmp loc_100002E5D ",xcode,1
jnz loc_100002E58  | * | loc_100002E58:  ,xcode,1
jmp loc_100002E5D  | * | jmp loc_100002F31 ,xcode,1
loc_100002E58:   | * | loc_100002E5D:  ,xcode,1
"jmp loc_100002F31  | * | mov rdi, [rbp+var_220] ",xcode,1
"loc_100002E5D:   | * | movsx esi, [rbp+var_261] ",xcode,1
"mov rdi, [rbp+var_220]  | * | call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE9push_backEc  ",xcode,1
"movsx esi, [rbp+var_261]  | * | jmp $+5 ",xcode,1
call __ZNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEE9push_backEc   | * | loc_100002E75:  ,xcode,1
"jmp $+5  | * | mov rax, [rbp+var_248] ",xcode,1
"loc_100002E75:   | * | add rax, 1 ",xcode,1
"mov rax, [rbp+var_248]  | * | mov [rbp+var_248], rax ",xcode,1
"add rax, 1  | * | mov rax, [rbp+var_218] ",xcode,1
"mov [rbp+var_248], rax  | * | mov rcx, [rax] ",xcode,1
"mov rcx, [rcx-18h]  | * | mov [rbp+var_58], rax ",xcode,1
"add rax, rcx  | * | mov rax, [rbp+var_58] ",xcode,1
"mov [rbp+var_50], rax  | * | mov rax, [rax+28h] ",xcode,1
"mov rax, [rbp+var_50]  | * | mov [rbp+var_2C0], rax ",xcode,1
"mov rax, [rax+28h]  | * | mov rax, [rbp+var_2C0] ",xcode,1
"mov [rbp+var_2C0], rax  | * | mov [rbp+var_68], rax ",xcode,1
"mov rax, [rbp+var_2C0]  | * | mov rcx, [rbp+var_68] ",xcode,1
"mov [rbp+var_68], rax  | * | mov rdx, [rcx+18h] ",xcode,1
"mov rcx, [rbp+var_68]  | * | cmp rdx, [rcx+20h] ",xcode,1
"mov rdx, [rcx+18h]  | * | mov [rbp+var_2C8], rcx ",xcode,1
"cmp rdx, [rcx+20h]  | * | jnz loc_100002F05 ",xcode,1
"mov [rbp+var_2C8], rcx  | * | mov rax, [rbp+var_2C8] ",xcode,1
"jnz loc_100002F05  | * | mov rcx, [rax] ",xcode,1
"mov rax, [rbp+var_2C8]  | * | mov rcx, [rcx+50h] ",xcode,1
"mov rcx, [rcx+50h]  | * | call rcx ",xcode,1
"mov rdi, rax  | * | mov [rbp+var_2CC], eax ",xcode,1
"mov [rbp+var_2CC], eax  | * | loc_100002EF7:  ",xcode,1
"jmp $+5  | * | mov eax, [rbp+var_2CC] ",xcode,1
"loc_100002EF7:   | * | mov [rbp+var_60], eax ",xcode,1
"mov eax, [rbp+var_2CC]  | * | jmp loc_100002F2C ",xcode,1
"mov [rbp+var_60], eax  | * | loc_100002F05:  ",xcode,1
"jmp loc_100002F2C  | * | mov rax, [rbp+var_2C8] ",xcode,1
"loc_100002F05:   | * | mov rcx, [rax+18h] ",xcode,1
"mov rax, [rbp+var_2C8]  | * | mov rdx, rcx ",xcode,1
"mov rcx, [rax+18h]  | * | add rdx, 1 ",xcode,1
"mov rdx, rcx  | * | mov [rax+18h], rdx ",xcode,1
"add rdx, 1  | * | mov sil, [rcx] ",xcode,1
"mov [rax+18h], rdx  | * | mov [rbp+var_59], sil ",xcode,1
"mov sil, [rcx]  | * | movzx edi, [rbp+var_59] ",xcode,1
"mov [rbp+var_59], sil  | * | mov [rbp+var_60], edi ",xcode,1
"movzx edi, [rbp+var_59]  | * | loc_100002F2C:  ",xcode,1
"mov [rbp+var_60], edi  | * | jmp loc_100002C5B ",xcode,1
loc_100002F2C:   | * | loc_100002F31:  ,xcode,1
"jmp loc_100002C5B  | * | mov rax, [rbp+var_218] ",xcode,1
"loc_100002F31:   | * | mov rcx, [rax] ",xcode,1
"mov rcx, [rcx-18h]  | * | mov [rbp+var_70], rax ",xcode,1
"add rax, rcx  | * | mov [rbp+var_78], 0 ",xcode,1
"mov [rbp+var_70], rax  | * | mov rax, [rbp+var_70] ",xcode,1
"mov [rbp+var_78], 0  | * | mov rcx, [rax+18h] ",xcode,1
"mov rax, [rbp+var_70]  | * | mov [rbp+var_80], rcx ",xcode,1
"mov rcx, [rax+18h]  | * | mov rcx, [rbp+var_78] ",xcode,1
"mov [rbp+var_80], rcx  | * | mov [rax+18h], rcx ",xcode,1
"mov rcx, [rbp+var_78]  | * | cmp [rbp+var_248], 0 ",xcode,1
"mov [rax+18h], rcx  | * | jnz loc_100002F84 ",xcode,1
"cmp [rbp+var_248], 0  | * | mov eax, [rbp+var_25C] ",xcode,1
"jnz loc_100002F84  | * | or eax, 4 ",xcode,1
"or eax, 4  | * | loc_100002F84:  ",xcode,1
"mov [rbp+var_25C], eax  | * | mov rax, [rbp+var_218] ",xcode,1
"loc_100002F84:   | * | mov rcx, [rax] ",xcode,1
"mov rcx, [rcx-18h]  | * | mov edx, [rbp+var_25C] ",xcode,1
"add rax, rcx  | * | mov [rbp+var_100], rax ",xcode,1
"mov edx, [rbp+var_25C]  | * | mov [rbp+var_104], edx ",xcode,1
"mov [rbp+var_100], rax  | * | mov rax, [rbp+var_100] ",xcode,1
"mov [rbp+var_104], edx  | * | mov [rbp+var_F0], rax ",xcode,1
"mov rax, [rbp+var_100]  | * | mov [rbp+var_F4], edx ",xcode,1
"mov [rbp+var_F0], rax  | * | mov rax, [rbp+var_F0] ",xcode,1
"mov [rbp+var_F4], edx  | * | mov esi, [rax+20h] ",xcode,1
"mov rax, [rbp+var_F0]  | * | or esi, edx  ",xcode,1
"mov esi, [rax+20h]  | * | mov rdi, rax  ",xcode,1
"or esi, edx   | * | call __ZNSt3__18ios_base5clearEj  ",xcode,1
"mov rdi, rax   | * | jmp $+5 ",xcode,1
call __ZNSt3__18ios_base5clearEj   | * | loc_100002FD5:  ,xcode,1
loc_100002FD5:   | * | loc_100002FDA:  ,xcode,1
jmp $+5  | * | jmp loc_10000303F ,xcode,1
loc_100002FDA:   | * | loc_100002FDF:  ,xcode,1
"jmp loc_10000303F  | * | mov rax, [rbp+var_218] ",xcode,1
"loc_100002FDF:   | * | mov rcx, [rax] ",xcode,1
"mov rcx, [rcx-18h]  | * | mov [rbp+var_128], rax ",xcode,1
"add rax, rcx  | * | mov [rbp+var_12C], 4 ",xcode,1
"mov [rbp+var_128], rax  | * | mov rax, [rbp+var_128] ",xcode,2
"mov [rbp+var_12C], 4  | * | mov [rbp+var_118], rax ",xcode,1
"mov rax, [rbp+var_128]  | * | mov [rbp+var_11C], 4 ",xcode,1
"mov [rbp+var_118], rax  | * | mov rax, [rbp+var_118] ",xcode,1
"mov [rbp+var_11C], 4  | * | mov edx, [rax+20h] ",xcode,1
"mov rax, [rbp+var_118]  | * | or edx, 4 ",xcode,1
"mov edx, [rax+20h]  | * | mov rdi, rax  ",xcode,2
"or edx, 4  | * | mov esi, edx  ",xcode,1
"mov rdi, rax   | * | call __ZNSt3__18ios_base5clearEj  ",xcode,2
"mov esi, edx   | * | jmp $+5 ",xcode,2
call __ZNSt3__18ios_base5clearEj   | * | loc_100003035:  ,xcode,1
loc_100003035:   | * | loc_10000303A:  ,xcode,1
loc_10000303A:   | * | loc_10000303F:  ,xcode,1
jmp $+5  | * | jmp loc_100002DA1 ,xcode,1
loc_10000303F:   | * | __ZNSt3__1rsIcNS_11char_traitsIcEENS_9allocatorIcEEEERNS_13basic_istreamIT_T0_EES9_RNS_12basic_stringIS6_S7_T1_EE endp ,xcode,1
"jmp loc_100002DA1  | * | mov ecx, edx ",xcode,1
"__ZNSt3__1rsIcNS_11char_traitsIcEENS_9allocatorIcEEEERNS_13basic_istreamIT_T0_EES9_RNS_12basic_stringIS6_S7_T1_EE endp  | * | mov [rbp-230h], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp-234h], ecx ",xcode,1
"mov [rbp-230h], rax  | * | call ___cxa_end_catch ",xcode,1
"mov [rbp-234h], ecx  | * | jmp $+5 ",xcode,1
call ___cxa_end_catch  | * | loc_10000305D:  ,xcode,1
loc_10000305D:   | * | loc_100003062:  ,xcode,1
"jmp $+5  | * | mov rdi, [rbp-230h] ",xcode,1
loc_100003062:   | * | call __Unwind_Resume ,xcode,1
"mov rdi, [rbp-230h]  | * | mov ecx, edx ",xcode,1
"mov ecx, edx  | * | mov [rbp-2D0h], ecx ",xcode,1
"mov [rbp-2D0h], ecx  | * | align 20h ",xcode,1
call ___clang_call_terminate  | * | __ZNSt3__1lsINS_11char_traitsIcEEEERNS_13basic_ostreamIcT_EES6_PKc proc near ,xcode,1
var_1A8 = qword ptr -1A8h  | * | var_191 = byte ptr -191h ,data,1
var_1A0 = qword ptr -1A0h  | * | var_190 = dword ptr -190h ,data,1
var_191 = byte ptr -191h  | * | var_18C = dword ptr -18Ch ,data,1
var_190 = dword ptr -190h  | * | var_188 = qword ptr -188h ,data,1
var_18C = dword ptr -18Ch  | * | var_179 = byte ptr -179h ,data,1
var_179 = byte ptr -179h  | * | var_16C = dword ptr -16Ch ,data,1
var_16C = dword ptr -16Ch  | * | var_160 = qword ptr -160h ,data,1
var_148 = qword ptr -148h  | * | var_134 = dword ptr -134h ,data,1
var_134 = dword ptr -134h  | * | var_128 = qword ptr -128h ,data,1
var_130 = qword ptr -130h  | * | var_119 = byte ptr -119h ,data,1
var_119 = byte ptr -119h  | * | var_110 = qword ptr -110h ,data,1
var_110 = qword ptr -110h  | * | var_FC = dword ptr -0FCh ,data,1
var_FC = dword ptr -0FCh  | * | var_F0 = byte ptr -0F0h ,data,1
var_F0 = byte ptr -0F0h  | * | var_D8 = qword ptr -0D8h ,data,1
var_C0 = qword ptr -0C0h  | * | var_A0 = qword ptr -0A0h ,data,1
var_B8 = qword ptr -0B8h  | * | var_98 = qword ptr -98h ,data,1
var_90 = qword ptr -90h  | * | var_7C = dword ptr -7Ch ,data,1
var_7C = dword ptr -7Ch  | * | var_6C = dword ptr -6Ch ,data,1
var_6C = dword ptr -6Ch  | * | var_60 = qword ptr -60h ,data,1
var_58 = qword ptr -58h  | * | var_44 = dword ptr -44h ,data,1
var_44 = dword ptr -44h  | * | var_38 = byte ptr -38h ,data,1
var_40 = qword ptr -40h  | * | var_29 = byte ptr -29h ,data,1
var_38 = byte ptr -38h  | * | var_28 = qword ptr -28h ,data,1
var_29 = byte ptr -29h  | * | var_20 = qword ptr -20h ,data,1
var_28 = qword ptr -28h  | * | var_11 = byte ptr -11h ,data,1
var_11 = byte ptr -11h  | * | var_8 = dword ptr -8 ,data,1
var_10 = qword ptr -10h  | * | var_4 = dword ptr -4 ,data,1
"push rbp  | * | sub rsp, 1B0h ",xcode,1
"mov rbp, rsp  | * | mov [rbp+var_D8], rdi ",xcode,1
"sub rsp, 1B0h  | * | mov [rbp+var_E0], rsi ",xcode,1
"mov [rbp+var_D8], rdi  | * | mov rsi, [rbp+var_D8] ",xcode,1
"mov [rbp+var_E0], rsi  | * | lea rdi, [rbp+var_F0] ",xcode,1
"mov rsi, [rbp+var_D8]  | * | call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_  ",xcode,1
"lea rdi, [rbp+var_F0]  | * | jmp $+5 ",xcode,2
call __ZNSt3__113basic_ostreamIcNS_11char_traitsIcEEE6sentryC1ERS3_   | * | loc_1000030B1:  ,xcode,1
"jmp $+5  | * | lea rax, [rbp+var_F0] ",xcode,1
"loc_1000030B1:   | * | mov [rbp+var_D0], rax ",xcode,1
"lea rax, [rbp+var_F0]  | * | mov rax, [rbp+var_D0] ",xcode,1
"mov [rbp+var_D0], rax  | * | mov cl, [rax] ",xcode,1
"mov rax, [rbp+var_D0]  | * | mov [rbp+var_119], cl ",xcode,1
"mov cl, [rax]  | * | mov al, [rbp+var_119] ",xcode,1
"mov [rbp+var_119], cl  | * | test al, 1 ",xcode,1
"mov al, [rbp+var_119]  | * | jnz loc_1000030E1 ",xcode,1
"test al, 1  | * | jmp loc_100003486 ",xcode,1
jnz loc_1000030E1  | * | loc_1000030E1:  ,xcode,1
"jmp loc_100003486  | * | mov rax, [rbp+var_E0] ",xcode,1
"loc_1000030E1:   | * | mov [rbp+var_C8], rax ",xcode,1
"mov rax, [rbp+var_E0]  | * | mov rdi, rax  ",xcode,1
"mov [rbp+var_C8], rax  | * | call _strlen ",xcode,1
"mov rdi, rax   | * | mov [rbp+var_128], rax ",xcode,1
call _strlen  | * | jmp $+5 ,xcode,1
"mov [rbp+var_128], rax  | * | loc_100003103:  ",xcode,1
loc_100003103:   | * | loc_100003108:  ,xcode,1
"jmp $+5  | * | lea rax, [rbp+var_110] ",xcode,1
"loc_100003108:   | * | mov rcx, [rbp+var_128] ",xcode,1
"lea rax, [rbp+var_110]  | * | mov [rbp+var_108], rcx ",xcode,1
"mov rcx, [rbp+var_128]  | * | mov rdx, [rbp+var_D8] ",xcode,1
"mov [rbp+var_108], rcx  | * | mov [rbp+var_B8], rax ",xcode,1
"mov rdx, [rbp+var_D8]  | * | mov [rbp+var_C0], rdx ",xcode,1
"mov [rbp+var_B8], rax  | * | mov rax, [rbp+var_B8] ",xcode,1
"mov [rbp+var_C0], rdx  | * | mov rdx, [rbp+var_C0] ",xcode,1
"mov rax, [rbp+var_B8]  | * | mov [rbp+var_98], rax ",xcode,1
"mov rdx, [rbp+var_C0]  | * | mov [rbp+var_A0], rdx ",xcode,1
"mov [rbp+var_98], rax  | * | mov rax, [rbp+var_98] ",xcode,1
"mov [rbp+var_A0], rdx  | * | mov rdx, [rbp+var_A0] ",xcode,1
"mov rax, [rbp+var_98]  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_A0]  | * | mov rsi, [rsi-18h] ",xcode,1
"mov rsi, [rdx]  | * | add rdx, rsi ",xcode,2
"mov rsi, [rsi-18h]  | * | mov [rbp+var_90], rdx ",xcode,1
"add rdx, rsi  | * | mov rdx, [rbp+var_90] ",xcode,1
"mov [rbp+var_90], rdx  | * | mov [rbp+var_88], rdx ",xcode,1
"mov rdx, [rbp+var_90]  | * | mov rdx, [rbp+var_88] ",xcode,1
"mov [rbp+var_88], rdx  | * | mov rdx, [rdx+28h] ",xcode,1
"mov rdx, [rbp+var_88]  | * | mov [rax], rdx ",xcode,1
"mov rdx, [rdx+28h]  | * | mov rsi, [rbp+var_E0] ",xcode,1
"mov [rax], rdx  | * | mov rax, [rbp+var_D8] ",xcode,1
"mov rsi, [rbp+var_E0]  | * | mov rdx, [rax] ",xcode,1
"mov rax, [rbp+var_D8]  | * | mov rdx, [rdx-18h] ",xcode,1
"mov rdx, [rax]  | * | add rax, rdx ",xcode,1
"mov rdx, [rdx-18h]  | * | mov [rbp+var_60], rax ",xcode,1
"add rax, rdx  | * | mov rax, [rbp+var_60] ",xcode,1
"mov [rbp+var_60], rax  | * | mov edi, [rax+8] ",xcode,1
"mov rax, [rbp+var_60]  | * | mov [rbp+var_130], rsi ",xcode,1
"mov edi, [rax+8]  | * | mov [rbp+var_134], edi ",xcode,1
"mov [rbp+var_130], rsi  | * | mov eax, [rbp+var_134] ",xcode,1
"mov [rbp+var_134], edi  | * | and eax, 0B0h ",xcode,1
"mov eax, [rbp+var_134]  | * | cmp eax, 20h  ",xcode,1
"and eax, 0B0h  | * | jnz loc_1000031E9 ",xcode,1
"cmp eax, 20h   | * | mov rax, [rbp+var_E0] ",xcode,1
"jnz loc_1000031E9  | * | add rax, [rbp+var_108] ",xcode,1
"mov rax, [rbp+var_E0]  | * | mov [rbp+var_140], rax ",xcode,1
"add rax, [rbp+var_108]  | * | jmp loc_1000031F7 ",xcode,1
"mov [rbp+var_140], rax  | * | loc_1000031E9:  ",xcode,1
"jmp loc_1000031F7  | * | mov rax, [rbp+var_E0] ",xcode,1
"loc_1000031E9:   | * | mov [rbp+var_140], rax ",xcode,1
"mov rax, [rbp+var_E0]  | * | loc_1000031F7:  ",xcode,1
"mov [rbp+var_140], rax  | * | mov rax, [rbp+var_140] ",xcode,1
"loc_1000031F7:   | * | mov rcx, [rbp+var_E0] ",xcode,1
"mov rax, [rbp+var_140]  | * | add rcx, [rbp+var_108] ",xcode,1
"mov rcx, [rbp+var_E0]  | * | mov rdx, [rbp+var_D8] ",xcode,1
"add rcx, [rbp+var_108]  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_D8]  | * | mov rsi, [rsi-18h] ",xcode,1
"mov rsi, [rsi-18h]  | * | mov rsi, [rbp+var_D8] ",xcode,1
"add rdx, rsi  | * | mov rdi, [rsi] ",xcode,1
"mov rsi, [rbp+var_D8]  | * | mov rdi, [rdi-18h] ",xcode,1
"mov rdi, [rsi]  | * | add rsi, rdi ",xcode,1
"mov rdi, [rdi-18h]  | * | mov [rbp+var_50], rsi ",xcode,1
"add rsi, rdi  | * | mov rsi, [rbp+var_50] ",xcode,1
"mov [rbp+var_50], rsi  | * | mov r8d, [rsi+90h] ",xcode,1
"mov rsi, [rbp+var_50]  | * | mov [rbp+var_4], 0FFFFFFFFh ",xcode,1
"mov r8d, [rsi+90h]  | * | mov [rbp+var_8], r8d ",xcode,1
"mov [rbp+var_4], 0FFFFFFFFh  | * | mov r8d, [rbp+var_4] ",xcode,1
"mov [rbp+var_8], r8d  | * | cmp r8d, [rbp+var_8] ",xcode,1
"mov r8d, [rbp+var_4]  | * | mov [rbp+var_148], rax ",xcode,1
"cmp r8d, [rbp+var_8]  | * | mov [rbp+var_150], rcx ",xcode,1
"mov [rbp+var_148], rax  | * | mov [rbp+var_158], rdx ",xcode,1
"mov [rbp+var_150], rcx  | * | mov [rbp+var_160], rsi ",xcode,1
"mov [rbp+var_158], rdx  | * | jnz loc_100003368 ",xcode,1
"mov [rbp+var_160], rsi  | * | mov rax, [rbp+var_160] ",xcode,1
"jnz loc_100003368  | * | mov [rbp+var_28], rax ",xcode,1
"mov rax, [rbp+var_160]  | * | mov [rbp+var_29], 20h  ",xcode,1
"mov [rbp+var_28], rax  | * | mov rsi, [rbp+var_28] ",xcode,1
"mov [rbp+var_29], 20h   | * | lea rdi, [rbp+var_38]  ",xcode,1
"mov rsi, [rbp+var_28]  | * | call __ZNKSt3__18ios_base6getlocEv  ",xcode,1
"lea rdi, [rbp+var_38]   | * | jmp $+5 ",xcode,3
call __ZNKSt3__18ios_base6getlocEv   | * | loc_100003293:  ,xcode,1
"jmp $+5  | * | lea rax, [rbp+var_38] ",xcode,1
"loc_100003293:   | * | mov [rbp+var_20], rax ",xcode,1
"lea rax, [rbp+var_38]  | * | mov rsi, cs:__ZNSt3__15ctypeIcE2idE_ptr ",xcode,1
"mov [rbp+var_20], rax  | * | mov rdi, rax ",xcode,1
"mov rdi, rax  | * | mov [rbp+var_168], rax ",xcode,1
"mov [rbp+var_168], rax  | * | loc_1000032B6:  ",xcode,1
"jmp $+5  | * | mov al, [rbp+var_29] ",xcode,1
"loc_1000032B6:   | * | mov rcx, [rbp+var_168] ",xcode,1
"mov al, [rbp+var_29]  | * | mov [rbp+var_10], rcx ",xcode,1
"mov rcx, [rbp+var_168]  | * | mov [rbp+var_11], al ",xcode,1
"mov [rbp+var_10], rcx  | * | mov rdx, [rbp+var_10] ",xcode,1
"mov [rbp+var_11], al  | * | mov rsi, [rdx] ",xcode,1
"mov rdx, [rbp+var_10]  | * | mov rsi, [rsi+38h] ",xcode,1
"mov rsi, [rdx]  | * | movsx edi, [rbp+var_11] ",xcode,1
"mov rsi, [rsi+38h]  | * | mov [rbp+var_16C], edi ",xcode,1
"movsx edi, [rbp+var_11]  | * | mov rdi, rdx ",xcode,1
"mov [rbp+var_16C], edi  | * | mov r8d, [rbp+var_16C] ",xcode,1
"mov rdi, rdx  | * | mov [rbp+var_178], rsi ",xcode,1
"mov r8d, [rbp+var_16C]  | * | mov esi, r8d ",xcode,1
"mov [rbp+var_178], rsi  | * | mov rdx, [rbp+var_178] ",xcode,1
"mov esi, r8d  | * | call rdx ",xcode,2
"mov rdx, [rbp+var_178]  | * | mov [rbp+var_179], al ",xcode,1
call rdx  | * | jmp loc_100003344 ,xcode,1
"mov [rbp+var_179], al  | * | mov ecx, edx ",xcode,1
"jmp loc_100003344  | * | mov [rbp+var_40], rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_44], ecx ",xcode,1
"mov [rbp+var_40], rax  | * | lea rdi, [rbp+var_38]  ",xcode,1
"mov [rbp+var_44], ecx  | * | call __ZNSt3__16localeD1Ev  ",xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_10000331B:  ,xcode,1
"jmp $+5  | * | mov rax, [rbp+var_40] ",xcode,1
"loc_10000331B:   | * | mov ecx, [rbp+var_44] ",xcode,1
"mov rax, [rbp+var_40]  | * | mov [rbp+var_188], rax ",xcode,1
"mov ecx, [rbp+var_44]  | * | mov [rbp+var_18C], ecx ",xcode,1
"mov [rbp+var_188], rax  | * | jmp loc_100003456 ",xcode,1
"mov [rbp+var_18C], ecx  | * | mov ecx, edx ",xcode,1
"jmp loc_100003456  | * | mov rdi, rax ",xcode,1
"mov ecx, edx  | * | mov [rbp+var_190], ecx ",xcode,1
"mov [rbp+var_190], ecx  | * | loc_100003344:  ",xcode,1
"call ___clang_call_terminate  | * | lea rdi, [rbp+var_38]  ",xcode,1
loc_100003344:   | * | call __ZNSt3__16localeD1Ev  ,xcode,1
call __ZNSt3__16localeD1Ev   | * | loc_100003352:  ,xcode,1
"jmp $+5  | * | mov al, [rbp+var_179] ",xcode,1
"loc_100003352:   | * | movsx ecx, al ",xcode,1
"mov al, [rbp+var_179]  | * | mov rdx, [rbp+var_160] ",xcode,1
"movsx ecx, al  | * | mov [rdx+90h], ecx ",xcode,1
"mov rdx, [rbp+var_160]  | * | loc_100003368:  ",xcode,1
"mov [rdx+90h], ecx  | * | mov rax, [rbp+var_160] ",xcode,1
"loc_100003368:   | * | mov ecx, [rax+90h] ",xcode,1
"mov rax, [rbp+var_160]  | * | mov dl, cl ",xcode,1
"mov ecx, [rax+90h]  | * | mov [rbp+var_191], dl ",xcode,1
"mov dl, cl  | * | mov rdi, [rbp+var_110] ",xcode,1
"mov [rbp+var_191], dl  | * | mov al, [rbp+var_191] ",xcode,1
"mov rdi, [rbp+var_110]  | * | movsx r9d, al ",xcode,1
"mov al, [rbp+var_191]  | * | mov rsi, [rbp+var_130] ",xcode,1
"movsx r9d, al  | * | mov rdx, [rbp+var_148] ",xcode,1
"mov rsi, [rbp+var_130]  | * | mov rcx, [rbp+var_150] ",xcode,1
